public_food_key,classification,food_name,food_description,protein_g_per_100g,carbohydrate_g_per_100g,fat_g_per_100g,fibre_g_per_100g
F006579,22202,"Peanut butter, smooth & crunchy, no added sugar or salt","Commercial paste made from roasted, unsalted and ground peanuts. Available in two types with (crunchy) and with out (smooth) chunks of peanuts. Does not contain added salt or sugar.",24.3,9.4,54.3,6.5
F006585,16102,"Pear, brown skin, unpeeled, raw","Long pear shape with tapering neck, brown skin and yellowish white flesh.",0.4,12.1,0,3.8
F006593,16104,"Pear, canned in pear juice","Fruit with a long pear shape with tapering neck, a brown or green skin and yellowish white flesh canned pear in pear juice.",0.5,10.6,0,1.7
F006594,16104,"Pear, canned in pear juice, drained","Fruit with a long pear shape with tapering neck, a brown or green skin and yellowish white flesh canned pear in pear juice, then drained.",0.6,10.3,0,2.8
F006595,16104,"Pear, canned in pear juice, juice only",Pear juice drained from pears canned in juice.,0.2,11,0,0.2
F006601,16102,"Pear, green skin, unpeeled, raw","Long pear shape with tapering neck, a green skin and yellowish white flesh. Includes averaged weighted results of Peckham's Triumph, William Bartlett.",0.4,13.3,0,3
F006604,16102,"Pear, nashi, unpeeled, raw","A round fruit with a smooth, green-yellow or brownish-russet skin depending on variety, and a crisp texture. Appearance and size similar to that of an apple.",0.2,11.2,0,2.1
F006606,16103,"Pear, Packham's triumph, unpeeled, raw","Round pear shape with medium length neck, yellowish green skin and white flesh.",0.4,12.5,0,3
F006612,16103,"Pear, William Bartlett, unpeeled, raw",Round pear shape with medium length neck and slightly bumpy skin that is green to greenish yellow with white flesh.,0.3,11.8,0,3.7
F006618,31302,"Pepper, black, ground","Dried and ground unripe fruit of the pepper tree (Piper nigrum), used as a spice.",10.4,38.6,3.3,25.3
F006628,16501,"Persimmon, peeled, raw",Round to heart shaped fruit with bright orange skin and orange flesh.,0.6,16,0.1,2.7
F006656,13405,"Pie, savoury, chicken & vegetable, commercial","Commercially produced chicken and vegetable based filling enclosed in pastry, purchased frozen or ready to eat.",8.2,25,11,2.1
F006665,13405,"Pie, savoury, meat, commercial, ready to eat","Commercially prepared meat-based (usually beef and/or mutton) filling enclosed in pastry, purchased ready to eat.",8.9,21.2,11.4,2.4
F006667,13405,"Pie, savoury, meat, purchased frozen, baked","Commercially prepared meat-based (usually beef and/or mutton) filling enclosed pastry, purchased frozen and baked at home.",8.6,19.3,11.3,2
F006675,13405,"Pie, steak & kidney, canned","Canned pie product containing vegetables, beef, kidney, salt, spices and tomato paste topped with a puff pastry.",10,13.6,7.7,0.9
F006679,13402,"Pie, sweet, apple, commercial",Commercially prepared apple filling enclosed in sweet short crust pastry. Purchased ready to eat.,3,31.4,12.9,1.3
F006698,18303,"Pigeon (squab), whole, raw","Uncooked meat from whole pigeon carcase, offal and bone removed.",16.2,0,25.5,0
F006700,13601,"Pikelet or pancake, sweet, commercial","Commercially prepared pikelet. Contains added folic acid, iodised salt and thiamin.",5.7,38.4,4.3,2.1
F006701,13601,"Pikelet, plain, homemade","Home prepared batter, made from common household ingredients such as flour, milk, egg and sugar. The batter is spooned onto a greased hotplate and cooked until batter is set.",7.5,47.9,5.9,1.7
F006702,16502,"Pineapple, peeled, raw","Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed.",0.5,8.6,0,1.3
F006707,16503,"Pineapple, canned in pineapple juice","Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed. Sliced and canned in pineapple juice.",0.5,12,0.6,0.8
F006708,16503,"Pineapple, canned in juice, drained","Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed. Sliced or chopped and canned in pineapple juice, then drained.",0,10.9,0,1.1
F006710,16503,"Pineapple, canned in pineapple juice, juice only","Pineapple juice, used in canned pineapples.",0.3,10.6,0,0
F006711,16503,"Pineapple, canned in syrup","Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed. Sliced and canned in heavy syrup.",0.3,19.8,0.6,0.7
F006712,16503,"Pineapple, canned in syrup, drained","Oval fruit with a thick greenish skin and yellow flesh. Leaves, skin, bracts and core removed. Sliced and canned in heavy syrup, then drained.",0,17.5,0,1.2
F006713,16503,"Pineapple, canned in syrup, syrup only",Heavy sugar-based syrup used in canning of pineapple.,0.3,22,0,0
F006725,13502,"Pizza, cheese & tomato, commercial","Commercially produced pizza dough topped with tomato-based sauce and cheese. Includes frozen, fast food and takeaway styles.",16.2,28.7,11,2.8
F006761,13502,"Pizza, ham & pineapple, purchased frozen, baked","Commercially produced pizza dough topped with tomato-based sauce, cheese, ham and/or bacon, with or without pineapple, frozen before packaging and reheated prior to consumption.",11.5,28.2,6,3.1
F006762,13502,"Pizza, ham & pineapple, takeaway style","Commercially produced pizza dough topped with tomato-based sauce, cheese, ham and pineapple. Purchased ready to eat from independent takeaway food outlets.",12.8,23.1,8.3,3.1
F006795,13502,"Pizza, supreme, fast food chain","Commercially produced thick pizza dough typically topped with tomato-based sauce, cheese, ground beef, mushrooms, onion, capsicum, pepperoni, pineapple and ham/bacon. Purchased ready to eat from fast food outlets.",12.9,27.6,9,2.5
F006797,13502,"Pizza, supreme, purchased frozen, baked","Commercially produced pizza dough topped with tomato-based sauce, cheese, sausage, capsicum, onion, ham, mushrooms and sometimes olives and beef, frozen before packaging and reheated prior to consumption.",14,26.3,11.6,3.2
F006800,13502,"Pizza, supreme, takeaway style","Commercially produced pizza dough topped with tomato-based sauce, cheese, sausage, capsicum, onion, ham, anchovies, olives, beef, mushrooms and sometimes prawns. Purchased ready to eat from independent takeaway or fast food outlets.",13,20.5,9.8,3
F006805,13502,"Pizza, vegetable, fast food chain",Commercially produced pizza dough topped with tomato-based sauce and a mixture of vegetables. Purchased ready to eat from fast food outlets.,9.3,27.2,6,2.8
F006825,16404,"Plum, dark, canned in syrup",Satsuma or dark plums canned in sugar syrup.,0.4,21.6,0,1
F006826,16404,"Plum, dark, canned in syrup, drained","Satsuma or dark plums canned in sugar syrup, then drained.",0.5,21.8,0.1,2
F006827,16404,"Plum, dark, canned in syrup, syrup only","Syrup made from water and sugar, used in canned satsuma or dark plums.",0.3,21.3,0,0
F006828,16601,"Plum, davidson (native), flesh",Small edible sour fruit with burgundy coloured flesh. Supplied commercially in frozen state.,1,14.3,0.2,2
F006830,16804,"Plum, salted","Dried plums cured with a mixture of salt, sugar and other ingredients.",3.7,44.9,0,9.3
F006832,16403,"Plum, unpeeled, raw",Small round stone fruit with a deep purple skin and a reddish/purple flesh.,0.6,10.2,0,2
F006842,16502,"Pomegranate, peeled, raw","Round shaped fruit, with hard, thick red skin, which is divided into large membrane segments containing bright red juicy seeds.",1.9,13.5,0.2,6.4
F006844,26202,"Popcorn, commercial, butter flavoured, salted","Commercially purchased butter flavoured corn kernels, popped/cooked by heating in oil and/or butter or by heating in a microwave. Contains added salt.",9.1,49.6,26.5,8.8
F006860,18103,"Pork, belly, rind removed, baked, no added fat",Cooked pork from the belly of the carcase. Internal and external fat attached.,27.4,0,30.8,0
F006862,18103,"Pork, belly, rind removed, raw",Raw pork from the belly of the carcase. Internal and external fat attached.,18.6,0,26.2,0
F006864,18103,"Pork, butterfly steak, untrimmed, grilled, no added fat","Cooked pork from the midsection of the carcase, as purchased, without removal of internal and external separable fat. Grilled, as purchased, for 9 minutes without added fat.",30.6,0,8.2,0
F006866,18103,"Pork, butterfly steak, untrimmed, raw","Raw pork from the midsection of the carcase, as purchased without removal of internal and external separable fat.",22.7,0,7,0
F006874,18103,"Pork, butterfly steak, lean, grilled, no added fat","Cooked pork from the midsection of the carcase. Grilled, as purchased, for 9 minutes without added fat. All possible internal and external separable fat removed after cooking.",32.5,0,2.8,0
F006875,18103,"Pork, butterfly steak, lean, raw","Raw lean muscle meat from the midsection of the carcase, with all possible internal and external separable fat removed.",24.1,0,1.6,0
F006880,18103,"Pork, crackling, roasted, salted","Skin and adhering fat from pork meat, cooked by roasting after rubbing with salt.",8.9,0,71.2,0
F006881,18103,"Pork, diced, untrimmed, fried, no added fat","Cooked lean pork, either diced or in strips.",31.3,0,3.1,0
F006883,18103,"Pork, diced, untrimmed, raw","Raw lean pork, either diced or in strips.",22.8,0,3.1,0
F006892,18103,"Pork, fillet, fully-trimmed, baked, no added fat","Cooked lean pork from the loin region of the carcase. Oven baked, as purchased with no separable fat, at 180 degrees celsius to an internal temperature of 70 degrees celsius with no added fat.",28.5,0,2.2,0
F006899,18103,"Pork, fillet, lean, raw","Raw lean pork from the loin portion of the carcase, as purchased with no separable fat.",23.1,0,1.1,0
F006906,18103,"Pork, forequarter (chop, roast, neck), separable fat, raw","Raw internal and external fat from 3 cuts (chop, roast and neck) of pork from the forequarter of the carcase.",9.6,0,50.8,0
F006908,18103,"Pork, forequarter chop, untrimmed, BBQ'd, no added fat","Cooked pork from the forequarter of the carcase, as purchased without removal of internal and external fat. Barbequed with no added fat.",23.3,0,16,0
F006910,18103,"Pork, forequarter chop, untrimmed, raw","Raw pork from the forequarter of the carcase, as purchased without removal of internal and external fat.",17.5,0,13.2,0
F006921,18103,"Pork, forequarter chop, lean, BBQ'd, no added fat",Cooked pork from the forequarter of the carcase. Barbequed with no added fat. All possible internal and external separable fat removed after cooking.,26.3,0,6.3,0
F006922,18103,"Pork, forequarter chop, lean, raw","Raw lean muscle meat from the forequarter of the carcase, with all possible internal and external separable fat removed.",19.5,0,3.9,0
F006927,18103,"Pork, forequarter shoulder roast, untrimmed, BBQ'd, no added fat","Cooked pork from the forequarter of the carcase, as purchased without removal of internal and external separable fat. Barbequed as purchased, for 75 minutes with no added fat.",22.6,0,14,0
F006929,18103,"Pork, forequarter shoulder roast, untrimmed, raw","Raw pork from the forequarter of the carcase, as purchased without removal of internal and external fat.",17.6,0,12.5,0
F006932,18103,"Pork, forequarter shoulder roast, lean, BBQ'd, no added fat","Cooked pork from the forequarter of the carcase. Barbequed as purchased, for 75 minutes with no added fat. All possible internal and external separable fat removed after cooking.",24.8,0,6.4,0
F006933,18103,"Pork, forequarter shoulder roast, lean, raw","Raw lean muscle meat from the forequarter of the carcase, with all possible internal and external separable fat removed.",19.6,0,3.1,0
F006940,18103,"Pork, forequarter, separable fat, BBQ'd, no added fat","Cooked internal and external fat from 3 cuts (chop, roast and neck) of pork from the forequarter of the carcase. Barbecued or baked, as purchased, with no added fat, then dissected.",11.5,0,53.6,0
F006951,18103,"Pork, leg roast, untrimmed, baked, no added fat",Cooked pork from the hind portion of the carcase. Oven baked at 180 degrees celsius to an  internal temperature of 75 degrees celsius with no added fat.,31.2,0,10.7,0
F006953,18103,"Pork, leg roast, untrimmed, raw","Raw pork from the hind portion of the carcase, as purchased without the removal of internal and external separable fat.",21.6,0,8.6,0
F006964,18103,"Pork, leg steak (rump), separable fat, fried, no added fat","Cooked internal and external separable fat from 1 cut (rump) of pork from the hind portion of the carcase. Fried, as purchased, to an internal temperature of 70 degrees celsius with a small amount of pork fat, then dissected.",12,0,53.7,0
F006965,18103,"Pork, leg steak (rump), separable fat, raw",Raw internal and external separable fat from 1 cut (rump) of pork from the hind portion of the carcase.,8.6,0,66.4,0
F006991,18103,"Pork, loin chop, untrimmed, BBQ'd, no added fat","Cooked pork from the lumbar part of loin, as purchased without removal of internal and external separable fat. Barbequed with no added fat.",28,0,12.2,0
F006993,18103,"Pork, loin chop, untrimmed, raw","Raw pork from the lumbar part of loin, as purchased without removal of internal and external separable fat.",21.5,0,9.2,0
